champs,event_code,discipline,sex,constraint,place,ATHLETE,COUNTRY,RESULT,clesnsed_result,resultscore,
OLY_2021,20kmW,20 Kilometres Race Walk,M,time,12,Brian Daniel Pintado,ECU,1:22:54,4974.00,1129,
OLY_2021,400mH,400 Metres Hurdles,M,time,1,Karsten Warholm,NOR,45.94,45.94,1341,
OLY_2021,400mH,400 Metres Hurdles,M,time,2,Rai Benjamin,USA,46.17,46.17,1328,
OLY_2021,400mH,400 Metres Hurdles,M,time,3,Alison Dos Santos,BRA,46.72,46.72,1299,
OLY_2021,400mH,400 Metres Hurdles,M,time,4,Kyron McMaster,IVB,47.08,47.08,1280,
OLY_2021,400mH,400 Metres Hurdles,M,time,5,Abderrahmane Samba,QAT,47.12,47.12,1277,
OLY_2021,400mH,400 Metres Hurdles,M,time,6,Yasmaní Copello,TUR,47.81,47.81,1241,
OLY_2021,400mH,400 Metres Hurdles,M,time,7,Rasmus Mägi,EST,48.11,48.11,1226,
OLY_2021,400mH,400 Metres Hurdles,M,time,8,Alessandro Sibilio,ITA,48.77,48.77,1192,
OLY_2021,SP,Shot Put,F,distance,1,Gong Lijiao,CHN,20.58,20.58,1244,
OLY_2021,SP,Shot Put,F,distance,2,Raven Saunders,USA,19.79,19.79,1194,
OLY_2021,SP,Shot Put,F,distance,3,Valerie Adams,NZL,19.62,19.62,1184,
OLY_2021,SP,Shot Put,F,distance,4,Auriole Dongmo,POR,19.57,19.57,1181,
OLY_2021,SP,Shot Put,F,distance,5,Song Jiayuan,CHN,19.14,19.14,1154,
OLY_2021,SP,Shot Put,F,distance,6,Maddison-Lee Wesche,NZL,18.98,18.98,1144,
OLY_2021,SP,Shot Put,F,distance,7,Fanny Roos,SWE,18.91,18.91,1139,
OLY_2021,SP,Shot Put,F,distance,8,Sara Gambetta,GER,18.88,18.88,1137,
OLY_2021,SP,Shot Put,F,distance,9,Aliona Dubitskaya,BLR,18.73,18.73,1128,
OLY_2021,SP,Shot Put,F,distance,10,Gao Yang,CHN,18.67,18.67,1124,
OLY_2021,SP,Shot Put,F,distance,11,Portious Warren,TRI,18.32,18.32,1102,
OLY_2021,200m,200 Metres,M,time,1,Andre De Grasse,CAN,19.62,19.62,1281,
OLY_2021,200m,200 Metres,M,time,2,Kenneth Bednarek,USA,19.68,19.68,1271,
OLY_2021,200m,200 Metres,M,time,3,Noah Lyles,USA,19.74,19.74,1261,
OLY_2021,200m,200 Metres,M,time,4,Erriyon Knighton,USA,19.93,19.93,1231,
OLY_2021,200m,200 Metres,M,time,5,Joe Fahnbulleh,LBR,19.98,19.98,1223,
OLY_2021,200m,200 Metres,M,time,6,Aaron Brown,CAN,20.2,20.20,1189,
OLY_2021,200m,200 Metres,M,time,7,Rasheed Dwyer,JAM,20.21,20.21,1187,
OLY_2021,200m,200 Metres,M,time,8,Jereem Richards,TRI,20.39,20.39,1159,
OLY_2021,Marathon,Marathon,F,time,1,Peres Jepchirchir,KEN,2:27:20,8840.00,1159,
OLY_2021,Marathon,Marathon,F,time,2,Brigid Kosgei,KEN,2:27:36,8856.00,1156,
OLY_2021,Marathon,Marathon,F,time,3,Molly Seidel,USA,2:27:46,8866.00,1155,
OLY_2021,Marathon,Marathon,F,time,4,Roza Dereje,ETH,2:28:38,8918.00,1146,
OLY_2021,Marathon,Marathon,F,time,5,Volha Mazuronak,BLR,2:29:06,8946.00,1142,
OLY_2021,Marathon,Marathon,F,time,6,Melat Yisak Kejeta,GER,2:29:16,8956.00,1140,
OLY_2021,Marathon,Marathon,F,time,7,Eunice Chumba,BRN,2:29:36,8976.00,1137,
OLY_2021,Marathon,Marathon,F,time,8,Mao Ichiyama,JPN,2:30:13,9013.00,1130,
OLY_2021,Marathon,Marathon,F,time,9,Malindi Elmore,CAN,2:30:59,9059.00,1123,
OLY_2021,Marathon,Marathon,F,time,10,Sinead Diver,AUS,2:31:14,9074.00,1120,
OLY_2021,Marathon,Marathon,F,time,11,Helalia Johannes,NAM,2:31:22,9082.00,1119,
OLY_2021,Marathon,Marathon,F,time,12,Fabienne Schlumpf,SUI,2:31:36,9096.00,1117,
OLY_2021,PV,Pole Vault,F,distance,1,Katie Nageotte,USA,4.9,4.90,1239,
OLY_2021,PV,Pole Vault,F,distance,2,Anzhelika Sidorova,ROC,4.85,4.85,1224,
OLY_2021,PV,Pole Vault,F,distance,3,Holly Bradshaw,GBR,4.85,4.85,1224,
OLY_2021,PV,Pole Vault,F,distance,4,Ekateríni Stefanídi,GRE,4.8,4.80,1208,
OLY_2021,PV,Pole Vault,F,distance,5,Wilma Murto,FIN,4.5,4.50,1114,
OLY_2021,PV,Pole Vault,F,distance,5,Tina Sutej,SLO,4.5,4.50,1114,
OLY_2021,PV,Pole Vault,F,distance,5,Maryna Kylypko,UKR,4.5,4.50,1114,
OLY_2021,PV,Pole Vault,F,distance,8,Iryna Zhuk,BLR,4.5,4.50,1114,
OLY_2021,PV,Pole Vault,F,distance,8,Xu Huiqin,CHN,4.5,4.50,1114,
OLY_2021,PV,Pole Vault,F,distance,8,Yarisley Silva,CUB,4.5,4.50,1114,
OLY_2021,PV,Pole Vault,F,distance,8,Nikoléta Kiriakopoúlou,GRE,4.5,4.50,1114,
OLY_2021,PV,Pole Vault,F,distance,8,Robeilys Peinado,VEN,4.5,4.50,1114,
OLY_2021,5000m,5000 Metres,F,time,1,Sifan Hassan,NED,14:36.8,877.80,1206,
OLY_2021,5000m,5000 Metres,F,time,2,Hellen Obiri,KEN,14:38.4,878.40,1205,
OLY_2021,5000m,5000 Metres,F,time,3,Gudaf Tsegay,ETH,14:38.9,879.90,1202,
OLY_2021,5000m,5000 Metres,F,time,4,Agnes Jebet Tirop,KEN,14:39.6,880.60,1201,
OLY_2021,5000m,5000 Metres,F,time,5,Ejgayehu Taye,ETH,14:41.2,881.20,1200,
OLY_2021,5000m,5000 Metres,F,time,6,Senbere Teferi,ETH,14:45.1,885.10,1192,
OLY_2021,5000m,5000 Metres,F,time,7,Nadia Battocletti,ITA,14:46.3,886.30,1190,
OLY_2021,5000m,5000 Metres,F,time,8,Yasemin Can,TUR,14:46.5,886.50,1189,
OLY_2021,5000m,5000 Metres,F,time,9,Ririka Hironaka,JPN,14:52.8,893.80,1175,
OLY_2021,5000m,5000 Metres,F,time,10,Selamawit Bayoulgn,ISR,14:54.4,894.40,1174,
OLY_2021,5000m,5000 Metres,F,time,11,Karissa Schweizer,USA,14:55.8,896.80,1169,
OLY_2021,5000m,5000 Metres,F,time,12,Lilian Kasait Rengeruk,KEN,14:55.9,896.90,1169,
OLY_2021,TJ,Triple Jump,M,distance,1,Pedro Pablo Pichardo,POR,17.98,17.98,1269,
OLY_2021,TJ,Triple Jump,M,distance,2,Zhu Yaming,CHN,17.57,17.57,1225,
OLY_2021,TJ,Triple Jump,M,distance,3,Fabrice Zango Hugues,BUR,17.47,17.47,1215,
OLY_2021,TJ,Triple Jump,M,distance,4,Will Claye,USA,17.44,17.44,1212,
OLY_2021,TJ,Triple Jump,M,distance,5,Yasser Triki,ALG,17.43,17.43,1210,
OLY_2021,TJ,Triple Jump,M,distance,6,Necati Er,TUR,17.25,17.25,1191,
OLY_2021,TJ,Triple Jump,M,distance,7,Donald Scott,USA,17.18,17.18,1184,
OLY_2021,TJ,Triple Jump,M,distance,8,Fang Yaoqing,CHN,17.01,17.01,1166,
OLY_2021,TJ,Triple Jump,M,distance,9,Andrea Dallavalle,ITA,16.85,16.85,1149,
OLY_2021,TJ,Triple Jump,M,distance,10,Cristian Nápoles,CUB,16.63,16.63,1125,
OLY_2021,TJ,Triple Jump,M,distance,11,Emmanuel Ihemeje,ITA,16.52,16.52,1113,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,1,Peruth Chemutai,UGA,09:01.5,541.50,1240,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,2,Courtney Frerichs,USA,09:04.8,545.80,1229,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,3,Hyvin Kiyeng Jepkemoi,KEN,09:05.4,545.40,1230,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,4,Mekides Abebe,ETH,09:06.2,546.20,1228,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,5,Gesa Felicitas Krause,GER,09:14.0,554.00,1209,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,6,Maruša Mismas,SLO,09:14.8,555.80,1204,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,7,Beatrice Chepkoech,KEN,09:16.3,556.30,1203,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,8,Zerfe Wondemagegn,ETH,09:16.4,556.40,1203,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,9,Elizabeth Bird,GBR,09:19.7,560.70,1192,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,10,Winfred Yavi,BRN,09:19.7,560.70,1192,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,11,Geneviève Lalonde,CAN,09:22.4,562.40,1187,
OLY_2021,3000mSC,3000 Metres Steeplechase,F,time,12,Valerie Constien,USA,09:31.6,572.60,1162,
OLY_2021,10000m,10000 Metres,M,time,1,Selemon Barega,ETH,27:43.2,1663.20,1158,
OLY_2021,10000m,10000 Metres,M,time,2,Joshua Cheptegei,UGA,27:43.6,1664.60,1156,
OLY_2021,10000m,10000 Metres,M,time,3,Jacob Kiplimo,UGA,27:43.9,1664.90,1155,
OLY_2021,10000m,10000 Metres,M,time,4,Berihu Aregawi,ETH,27:46.2,1666.20,1153,
OLY_2021,10000m,10000 Metres,M,time,5,Grant Fisher,USA,27:46.4,1666.40,1153,
OLY_2021,10000m,10000 Metres,M,time,6,Mohammed Ahmed,CAN,27:47.8,1668.80,1149,
OLY_2021,10000m,10000 Metres,M,time,7,Rodgers Kwemoi,KEN,27:50.1,1670.10,1147,
OLY_2021,10000m,10000 Metres,M,time,8,Yomif Kejelcha,ETH,27:52.0,1672.00,1144,
OLY_2021,10000m,10000 Metres,M,time,9,Rhonex Kipruto,KEN,27:52.8,1673.80,1141,
OLY_2021,10000m,10000 Metres,M,time,10,Morhad Amdouni,FRA,27:53.6,1674.60,1140,
OLY_2021,10000m,10000 Metres,M,time,11,Yemaneberhan Crippa,ITA,27:54.1,1674.10,1141,
OLY_2021,10000m,10000 Metres,M,time,12,Aron Kifle,ERI,28:04.1,1684.10,1126,
OLY_2021,Heptathlon,Heptathlon,F,points,1,Nafissatou Thiam,BEL,6791,6791.00,1231,
OLY_2021,Heptathlon,Heptathlon,F,points,2,Anouk Vetter,NED,6689,6689.00,1211,
OLY_2021,Heptathlon,Heptathlon,F,points,3,Emma Oosterwegel,NED,6590,6590.00,1191,
OLY_2021,Heptathlon,Heptathlon,F,points,4,Noor Vidts,BEL,6571,6571.00,1187,
OLY_2021,Heptathlon,Heptathlon,F,points,5,Kendell Williams,USA,6508,6508.00,1175,
OLY_2021,Heptathlon,Heptathlon,F,points,6,Annie Kunz,USA,6420,6420.00,1158,
OLY_2021,Heptathlon,Heptathlon,F,points,7,Carolin Schäfer,GER,6419,6419.00,1157,
OLY_2021,Heptathlon,Heptathlon,F,points,8,Ivona Dadic,AUT,6403,6403.00,1154,
OLY_2021,Heptathlon,Heptathlon,F,points,9,Erica Bougard,USA,6379,6379.00,1149,
OLY_2021,Heptathlon,Heptathlon,F,points,10,Zheng Ninali,CHN,6318,6318.00,1137,
OLY_2021,Heptathlon,Heptathlon,F,points,11,Verena Mayr,AUT,6310,6310.00,1136,
OLY_2021,Heptathlon,Heptathlon,F,points,12,Ekaterina Voronina,UZB,6298,6298.00,1133,
OLY_2021,Decathlon,Decathlon,M,points,1,Damian Warner,CAN,9018,9018.00,1285,
OLY_2021,Decathlon,Decathlon,M,points,2,Kevin Mayer,FRA,8726,8726.00,1239,
OLY_2021,Decathlon,Decathlon,M,points,3,Ashley Moloney,AUS,8649,8649.00,1227,
OLY_2021,Decathlon,Decathlon,M,points,4,Garret Scantling,USA,8611,8611.00,1221,
OLY_2021,Decathlon,Decathlon,M,points,5,Pierce Lepage,CAN,8604,8604.00,1220,
OLY_2021,Decathlon,Decathlon,M,points,6,Zach Ziemek,USA,8435,8435.00,1194,
OLY_2021,Decathlon,Decathlon,M,points,7,Lindon Victor,GRN,8414,8414.00,1190,
OLY_2021,Decathlon,Decathlon,M,points,8,Ilya Shkurenyov,ROC,8413,8413.00,1190,
OLY_2021,Decathlon,Decathlon,M,points,9,Jorge Ureña,ESP,8322,8322.00,1176,
OLY_2021,Decathlon,Decathlon,M,points,10,Steven Bastien,USA,8236,8236.00,1163,
OLY_2021,Decathlon,Decathlon,M,points,11,Johannes Erm,EST,8213,8213.00,1159,
OLY_2021,Decathlon,Decathlon,M,points,12,Paweł Wiesiołek,POL,8176,8176.00,1153,
